# 2025/08/31 23:14:35
#
# ---------------------------------------------------------------------------
#    CDFS017345 - stellar continuum spectrum - ficus.py
# ---------------------------------------------------------------------------
# 
### inputs ### 
# spec_name   --> CDFS017345
# z_spec      --> 3.6052
# ssp_models  --> sb99
# neb_mode    --> off
# Zarray      --> ['0001', '0002', '0008', '0014']
# att_law     --> r16
# wave_range  --> [1200. 1920.]
# wave_norm   --> [1350. 1370.]
# r_obs       --> 600.0
# nsim        --> 100
# plot_mode   --> yes
# 
# wave(A)        Flux.OBS         Flux.ERR         Flux.SPEC  Flux.SPECerr   
   +1.84475e+03     +6.98718e-01     +1.49515e-01     +3.63169e-19     +6.71883e-21
   +1.84530e+03     +1.79830e-01     +1.63753e-01     +3.63621e-19     +5.92841e-21
   +1.84586e+03     +8.97641e-02     +1.73604e-01     +3.64433e-19     +5.11569e-21
   +1.84641e+03     +5.58679e-01     +1.74044e-01     +3.65421e-19     +4.55333e-21
   +1.84697e+03     +3.34974e-01     +1.74059e-01     +3.66379e-19     +4.30416e-21
   +1.84752e+03     +4.39010e-01     +1.65499e-01     +3.67085e-19     +4.24352e-21
   +1.84808e+03     +6.46129e-01     +1.36630e-01     +3.67270e-19     +4.24351e-21
   +1.84863e+03     +4.99488e-01     +1.14769e-01     +3.66757e-19     +4.28269e-21
   +1.84919e+03     +6.13523e-01     +1.10832e-01     +3.65653e-19     +4.46820e-21
   +1.84974e+03     +3.97707e-01     +1.11436e-01     +3.64344e-19     +4.81985e-21
   +1.85029e+03     +2.12028e-01     +1.10360e-01     +3.63390e-19     +5.07701e-21
   +1.85085e+03     +3.88873e-01     +1.11364e-01     +3.63031e-19     +5.05315e-21
   +1.85140e+03     +4.54638e-01     +1.10213e-01     +3.63185e-19     +4.81113e-21
   +1.85196e+03     +4.74045e-01     +1.10464e-01     +3.63563e-19     +4.55552e-21
   +1.85251e+03     +3.28473e-01     +1.14838e-01     +3.63863e-19     +4.41351e-21
   +1.85307e+03     +6.11863e-01     +1.24018e-01     +3.63904e-19     +4.37238e-21
   +1.85362e+03     +3.67802e-01     +1.26319e-01     +3.63673e-19     +4.37952e-21
   +1.85417e+03     +3.72904e-01     +1.28452e-01     +3.63422e-19     +4.38740e-21
   +1.85473e+03     +5.32323e-01     +1.37883e-01     +3.63480e-19     +4.35466e-21
   +1.85528e+03     +5.13531e-01     +1.44910e-01     +3.64041e-19     +4.31745e-21
   +1.85584e+03     +5.72653e-01     +1.43942e-01     +3.65007e-19     +4.43945e-21
   +1.85639e+03     +4.41665e-01     +1.43085e-01     +3.66020e-19     +4.79419e-21
   +1.85695e+03     +5.04343e-01     +1.40193e-01     +3.66660e-19     +5.17380e-21
   +1.85750e+03     +4.37328e-01     +1.26435e-01     +3.66687e-19     +5.31819e-21
   +1.85806e+03     +6.20793e-01     +1.14227e-01     +3.66232e-19     +5.19668e-21
   +1.85861e+03     +5.92979e-01     +1.10197e-01     +3.65552e-19     +4.93388e-21
   +1.85916e+03     +3.99361e-01     +1.09481e-01     +3.64941e-19     +4.69559e-21
   +1.85972e+03     +4.56878e-01     +1.10284e-01     +3.64649e-19     +4.58831e-21
   +1.86027e+03     +6.10071e-01     +1.11295e-01     +3.64769e-19     +4.63545e-21
   +1.86083e+03     +4.73642e-01     +1.12907e-01     +3.65232e-19     +4.84526e-21
   +1.86138e+03     +4.93951e-01     +1.13799e-01     +3.65761e-19     +5.14749e-21
   +1.86194e+03     +2.87120e-01     +1.14287e-01     +3.66076e-19     +5.39721e-21
   +1.86249e+03     +4.15115e-01     +1.13645e-01     +3.65992e-19     +5.46564e-21
   +1.86304e+03     +4.65763e-01     +1.13806e-01     +3.65405e-19     +5.28041e-21
   +1.86360e+03     +4.60966e-01     +1.18107e-01     +3.64327e-19     +4.87418e-21
   +1.86415e+03     +4.73425e-01     +1.20037e-01     +3.62854e-19     +4.40529e-21
   +1.86471e+03     +4.44756e-01     +1.21910e-01     +3.61334e-19     +4.15947e-21
   +1.86526e+03     +5.25427e-01     +1.26179e-01     +3.60258e-19     +4.21015e-21
   +1.86582e+03     +5.25431e-01     +1.29412e-01     +3.59942e-19     +4.29556e-21
   +1.86637e+03     +4.01462e-01     +1.27417e-01     +3.60472e-19     +4.25188e-21
   +1.86693e+03     +5.95418e-01     +1.26309e-01     +3.61574e-19     +4.24649e-21
   +1.86748e+03     +5.25753e-01     +1.25324e-01     +3.62802e-19     +4.47962e-21
   +1.86803e+03     +3.73631e-01     +1.20720e-01     +3.63644e-19     +4.81200e-21
   +1.86859e+03     +3.42672e-01     +1.18599e-01     +3.63716e-19     +4.92972e-21
   +1.86914e+03     +4.84582e-01     +1.23199e-01     +3.63106e-19     +4.78876e-21
   +1.86970e+03     +4.81643e-01     +1.31981e-01     +3.62113e-19     +4.54764e-21
   +1.87025e+03     +4.20931e-01     +1.44239e-01     +3.61195e-19     +4.37479e-21
   +1.87081e+03     +4.70825e-01     +1.57796e-01     +3.60687e-19     +4.30049e-21
   +1.87136e+03     +2.57441e-03     +1.73359e-01     +3.60693e-19     +4.30422e-21
   +1.87191e+03     +2.47849e-01     +1.86988e-01     +3.61017e-19     +4.38369e-21
   +1.87247e+03     +3.75893e-01     +1.99329e-01     +3.61277e-19     +4.49700e-21
   +1.87302e+03     +1.28246e-01     +2.07696e-01     +3.61230e-19     +4.56340e-21
   +1.87358e+03     +6.91211e-01     +2.11471e-01     +3.60915e-19     +4.55767e-21
   +1.87413e+03     +2.52264e-01     +2.09871e-01     +3.60540e-19     +4.52740e-21
   +1.87469e+03     +2.17279e-01     +2.02506e-01     +3.60311e-19     +4.53305e-21
   +1.87524e+03     +1.55337e-01     +1.90827e-01     +3.60312e-19     +4.61552e-21
   +1.87580e+03     +4.68992e-01     +1.73661e-01     +3.60545e-19     +4.80621e-21
   +1.87635e+03     +5.69495e-01     +1.62232e-01     +3.60958e-19     +5.11610e-21
   +1.87690e+03     +3.41850e-01     +1.62104e-01     +3.61419e-19     +5.48565e-21
   +1.87746e+03     +3.40574e-01     +1.69806e-01     +3.61728e-19     +5.79205e-21
   +1.87801e+03     +6.03570e-01     +1.84437e-01     +3.61645e-19     +5.89616e-21
   +1.87857e+03     +1.97944e-01     +1.98149e-01     +3.60952e-19     +5.68433e-21
   +1.87912e+03     +4.27437e-01     +2.08397e-01     +3.59489e-19     +5.13622e-21
   +1.87968e+03     -3.14174e-02     +2.10822e-01     +3.57320e-19     +4.48013e-21
   +1.88023e+03     +1.32788e-01     +2.12251e-01     +3.54719e-19     +4.19646e-21
   +1.88078e+03     +4.02791e-01     +2.08361e-01     +3.52251e-19     +4.49291e-21
   +1.88134e+03     +3.99014e-01     +2.06016e-01     +3.50427e-19     +4.89874e-21
   +1.88189e+03     +4.98239e-01     +1.97688e-01     +3.49447e-19     +5.00066e-21
   +1.88245e+03     +4.78075e-01     +1.93004e-01     +3.49022e-19     +4.83079e-21
   +1.88300e+03     +6.24677e-01     +1.82890e-01     +3.48586e-19     +4.63068e-21
   +1.88356e+03     +4.79525e-01     +1.75634e-01     +3.47654e-19     +4.57584e-21
   +1.88411e+03     +7.66311e-01     +1.66482e-01     +3.46133e-19     +4.71900e-21
   +1.88467e+03     +6.94586e-01     +1.58752e-01     +3.44488e-19     +5.03354e-21
   +1.88522e+03     +2.61520e-01     +1.50116e-01     +3.43292e-19     +5.39085e-21
   +1.88577e+03     +5.06475e-01     +1.45004e-01     +3.42847e-19     +5.62243e-21
   +1.88633e+03     +4.28389e-01     +1.38339e-01     +3.43127e-19     +5.60341e-21
   +1.88688e+03     +3.95959e-01     +1.34085e-01     +3.43937e-19     +5.29168e-21
   +1.88744e+03     +4.13384e-01     +1.30955e-01     +3.45009e-19     +4.80205e-21
   +1.88799e+03     +4.57735e-01     +1.30419e-01     +3.46054e-19     +4.37969e-21
   +1.88855e+03     +7.07252e-01     +1.29324e-01     +3.46670e-19     +4.20274e-21
   +1.88910e+03     +5.93017e-01     +1.28426e-01     +3.46652e-19     +4.17617e-21
   +1.88965e+03     +6.03803e-01     +1.29335e-01     +3.45965e-19     +4.20947e-21
   +1.89021e+03     +4.34162e-01     +1.27749e-01     +3.44759e-19     +4.39222e-21
   +1.89076e+03     +5.98362e-01     +1.25590e-01     +3.43299e-19     +4.82944e-21
   +1.89132e+03     +5.12066e-01     +1.23546e-01     +3.41899e-19     +5.42440e-21
   +1.89187e+03     +4.63609e-01     +1.21109e-01     +3.40817e-19     +5.94607e-21
   +1.89243e+03     +5.06931e-01     +1.17958e-01     +3.40184e-19     +6.23648e-21
   +1.89298e+03     +6.07804e-01     +1.17793e-01     +3.39904e-19     +6.34620e-21
   +1.89354e+03     +6.01598e-01     +1.18184e-01     +3.39735e-19     +6.44483e-21
   +1.89409e+03     +4.49273e-01     +1.19081e-01     +3.39489e-19     +6.63536e-21
   +1.89464e+03     +3.30730e-01     +1.19206e-01     +3.39089e-19     +6.92310e-21
   +1.89520e+03     +4.10476e-01     +1.18958e-01     +3.38614e-19     +7.24273e-21
   +1.89575e+03     +5.16515e-01     +1.19242e-01     +3.38233e-19     +7.48642e-21
   +1.89631e+03     +6.07962e-01     +1.19729e-01     +3.38049e-19     +7.55824e-21
   +1.89686e+03     +3.03726e-01     +1.20401e-01     +3.38020e-19     +7.39894e-21
   +1.89742e+03     +4.70293e-01     +1.21815e-01     +3.37903e-19     +7.08338e-21
   +1.89797e+03     +4.25368e-01     +1.22105e-01     +3.37587e-19     +6.70939e-21
   +1.89852e+03     +4.63349e-01     +1.22517e-01     +3.37323e-19     +6.31216e-21
   +1.89908e+03     +2.77285e-01     +1.21998e-01     +3.37625e-19     +5.88514e-21
   +1.89963e+03     +3.84574e-01     +1.22539e-01     +3.38864e-19     +5.48241e-21
   +1.90019e+03     +4.51979e-01     +1.32120e-01     +3.40868e-19     +5.26040e-21
   +1.90074e+03     +3.52723e-01     +1.68036e-01     +3.42901e-19     +5.26066e-21
   +1.90130e+03     +6.65331e-01     +2.11447e-01     +3.44188e-19     +5.25721e-21
   +1.90185e+03     +7.27163e-01     +2.37956e-01     +3.44355e-19     +5.05722e-21
   +1.90241e+03     +6.74907e-01     +2.74076e-01     +3.43683e-19     +4.75873e-21
   +1.90296e+03     +5.73638e-01     +2.97226e-01     +3.42765e-19     +4.58550e-21
   +1.90351e+03     +5.33254e-01     +2.80985e-01     +3.42181e-19     +4.57390e-21
   +1.90407e+03     -2.62202e-01     +2.66253e-01     +3.42235e-19     +4.57842e-21
   +1.90462e+03     +4.81388e-01     +2.79699e-01     +3.42777e-19     +4.54081e-21
   +1.90518e+03     +6.45353e-01     +2.72992e-01     +3.43391e-19     +4.50491e-21
   +1.90573e+03     +4.49605e-01     +2.59741e-01     +3.43609e-19     +4.45120e-21
   +1.90629e+03     +9.41294e-01     +2.54401e-01     +3.43333e-19     +4.34815e-21
   +1.90684e+03     +8.28723e-01     +2.35153e-01     +3.42794e-19     +4.24658e-21
   +1.90739e+03     +8.91771e-01     +1.94600e-01     +3.42312e-19     +4.19403e-21
   +1.90795e+03     +6.51366e-01     +1.76308e-01     +3.42127e-19     +4.20175e-21
   +1.90850e+03     +5.47519e-01     +1.74164e-01     +3.42216e-19     +4.28421e-21
   +1.90906e+03     +6.95511e-01     +1.72889e-01     +3.42361e-19     +4.43134e-21
   +1.90961e+03     +8.60045e-01     +1.69197e-01     +3.42310e-19     +4.57067e-21
   +1.91017e+03     +7.37500e-01     +1.47054e-01     +3.41927e-19     +4.63717e-21
   +1.91072e+03     +5.62238e-01     +1.28520e-01     +3.41237e-19     +4.66823e-21
   +1.91128e+03     +4.69089e-01     +1.25382e-01     +3.40391e-19     +4.74079e-21
   +1.91183e+03     +5.14167e-01     +1.28170e-01     +3.39402e-19     +4.88225e-21
   +1.91238e+03     +5.68126e-01     +1.30101e-01     +3.38212e-19     +5.09492e-21
   +1.91294e+03     +5.86069e-01     +1.29819e-01     +3.36784e-19     +5.40162e-21
   +1.91349e+03     +4.57977e-01     +1.30774e-01     +3.35262e-19     +5.80356e-21
   +1.91405e+03     +3.80857e-01     +1.29138e-01     +3.33888e-19     +6.22302e-21
   +1.91460e+03     +4.24034e-01     +1.41360e-01     +3.32959e-19     +6.50294e-21
   +1.91516e+03     -2.38844e-01     +2.28493e-01     +3.32492e-19     +6.56964e-21
   +1.91571e+03     +7.94293e-01     +3.09504e-01     +3.32246e-19     +6.50660e-21
   +1.91626e+03     +6.33674e-01     +3.37887e-01     +3.32001e-19     +6.40590e-21
   +1.91682e+03     +2.00988e-01     +3.45874e-01     +3.31673e-19     +6.30840e-21
   +1.91737e+03     +4.18219e-01     +3.55534e-01     +3.31323e-19     +6.18636e-21
   +1.91793e+03     -8.31749e-02     +3.10204e-01     +3.31054e-19     +5.97745e-21
   +1.91848e+03     +8.22836e-01     +2.52735e-01     +3.30950e-19     +5.66178e-21
   +1.91904e+03     +3.12237e-01     +2.31427e-01     +3.31004e-19     +5.28086e-21
   +1.91959e+03     +4.02382e-01     +2.12549e-01     +3.31091e-19     +4.92825e-21
